IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
122,7.34,7.04,1,1,7,9,0,No
99,9.23,8.76,6,0,4,2,1,No
138,8.05,8.46,8,0,2,5,1,No
74,8.05,8.44,5,0,0,8,2,Yes
110,6.48,6.2,3,0,0,1,4,No
117,9.17,9.45,3,0,4,4,4,Yes
113,5.83,5.38,2,1,7,8,4,Yes
96,5.27,5.06,9,1,8,10,2,No
95,5.96,6.08,9,0,9,2,2,No
106,6.34,6.6,7,1,9,1,2,No
112,6.41,5.92,1,1,1,6,4,No
109,8.35,8.18,1,1,4,6,0,No
115,6.09,5.8,4,1,3,1,2,No
84,8.38,8.88,2,0,2,3,2,No
96,5.46,5.63,3,1,10,10,4,No
85,5.74,5.65,2,1,7,8,2,No
94,7.54,7.12,1,1,1,9,0,No
115,9.61,9.71,3,0,1,8,4,Yes
101,9.3,9.44,7,0,4,1,2,No
139,9.84,10.16,10,0,9,4,2,Yes
102,8.25,8.04,9,1,9,9,3,Yes
100,8.38,8.86,10,1,9,1,3,No
101,8.13,8.07,9,0,0,4,1,No
90,8.11,7.91,8,1,6,10,1,No
99,5.74,5.59,6,0,8,7,2,No
116,7.72,7.74,1,0,1,7,3,No
101,6.93,7.37,8,1,9,7,1,No
88,7.21,7.45,8,1,0,10,4,No
86,7.62,7.7,9,1,8,4,3,No
93,5.64,5.3,10,1,1,8,0,No
101,6.8,6.45,6,1,8,3,0,No
117,5.32,5.32,3,1,7,9,0,No
79,9.9,10.13,6,0,6,6,0,No
95,5.59,5.84,8,1,10,7,3,No
102,6.29,6.02,7,1,0,9,4,No
72,9.46,9.06,8,0,3,4,0,No
87,7.41,7.29,3,0,10,5,4,No
89,5.68,6.1,8,0,10,1,1,No
88,6.92,6.97,5,0,6,10,1,No
102,5.58,5.4,7,0,5,8,2,No
97,6.0,5.82,4,0,0,2,3,No
91,5.26,4.89,3,0,6,5,0,No
106,7.19,7.16,6,1,1,5,4,No
125,9.03,9.32,9,0,7,10,4,Yes
124,7.93,8.4,4,1,1,4,5,Yes
71,8.03,8.03,9,0,3,4,3,No
108,6.0,5.67,3,1,5,2,1,No
97,6.72,6.9,6,0,7,3,3,No
102,9.23,9.49,5,0,10,10,4,Yes
94,5.44,5.01,9,1,2,2,3,No
101,9.29,9.64,6,0,5,1,5,No
102,7.42,7.75,2,0,5,4,1,No
91,9.19,9.16,4,1,0,9,1,No
86,6.59,6.65,5,1,5,6,5,No
93,6.69,6.9,9,1,0,8,0,No
103,8.76,8.94,1,1,8,2,0,No
108,8.92,8.44,9,1,3,2,5,No
112,6.15,5.77,10,0,4,2,0,No
92,9.86,9.52,1,0,0,8,1,No
104,5.42,5.68,1,0,0,1,4,No
114,5.34,5.28,4,0,8,5,0,No
117,7.98,8.03,6,0,5,4,3,Yes
99,8.61,8.88,2,0,9,1,4,No
96,9.8,9.64,1,0,9,10,5,Yes
102,7.02,7.27,4,1,5,7,2,No
82,5.13,5.07,8,0,4,1,0,No
97,8.01,7.89,6,0,5,6,2,No
111,6.45,6.28,5,1,7,1,0,No
109,7.16,7.62,1,0,6,9,4,No
95,7.44,7.71,3,0,6,3,2,No
103,5.32,4.84,7,1,8,2,1,No
87,7.43,7.89,10,1,8,7,0,No
110,7.13,7.41,3,0,8,1,5,No
98,8.56,8.21,5,0,0,7,5,No
95,8.23,7.81,6,1,10,9,3,No
94,5.93,5.74,9,0,10,4,2,No
99,6.03,6.15,3,0,5,10,5,No
93,6.26,6.38,6,0,4,2,3,No
109,5.89,5.67,2,0,7,4,2,No
94,8.29,8.24,9,1,10,9,4,Yes
123,9.97,9.68,9,1,9,8,3,Yes
121,8.26,7.81,7,1,7,5,0,No
86,8.03,8.05,9,0,7,8,1,No
101,7.05,6.9,4,1,4,7,4,No
90,6.56,6.6,10,0,9,4,2,No
95,9.56,10.01,1,0,10,3,0,No
130,9.85,9.49,1,1,9,1,2,Yes
95,7.48,6.98,2,0,0,3,3,No
105,6.45,6.03,10,0,3,8,3,No
108,8.85,8.81,3,1,6,9,1,No
84,5.66,5.87,2,0,1,9,3,No
87,8.83,8.91,4,1,6,5,4,No
81,9.09,9.08,8,0,4,4,2,No
86,5.62,5.47,3,0,5,6,2,No
108,9.93,9.81,2,1,4,6,3,No
130,9.68,9.79,1,1,9,5,3,Yes
102,7.48,7.15,8,0,6,2,4,No
78,6.23,6.5,7,0,3,3,1,No
90,7.91,7.99,10,0,0,9,0,No
93,7.1,6.87,2,0,8,7,0,No
84,6.03,6.03,8,0,6,10,3,No
112,7.12,7.58,10,0,8,2,5,No
112,8.32,7.84,3,0,10,1,0,No
82,5.35,5.05,7,1,8,1,0,No
110,6.67,6.62,1,0,6,1,5,No
122,5.09,5.23,3,0,1,6,0,No
128,8.75,8.46,9,0,10,5,3,Yes
86,5.31,5.45,1,1,3,5,3,No
94,5.11,4.94,1,0,6,1,5,No
91,7.95,8.28,10,1,8,9,1,No
104,8.88,8.76,1,0,3,4,1,No
91,8.94,8.69,2,0,8,10,3,Yes
105,5.17,5.58,3,1,6,7,4,No
80,9.53,9.12,2,0,7,2,4,No
96,9.59,10.03,8,0,0,3,1,No
119,7.81,7.77,6,1,8,4,5,No
99,7.41,7.9,1,0,7,5,1,No
102,5.22,5.26,6,1,0,2,2,No
107,7.81,8.07,1,0,7,7,1,No
117,7.05,6.56,9,1,4,6,5,No
75,8.86,8.86,3,1,2,9,0,No
108,7.02,7.26,1,0,7,7,3,No
95,8.42,8.7,1,0,10,10,3,Yes
102,5.51,5.17,2,0,10,10,5,No
115,5.66,5.58,6,1,2,2,3,No
82,5.7,5.62,1,0,7,3,5,No
84,5.23,4.83,7,1,4,3,2,No
70,7.71,7.65,4,0,7,8,2,No
91,8.97,9.28,7,1,2,8,0,No
119,8.05,7.85,4,1,9,3,3,No
98,7.87,7.8,4,0,5,8,0,No
79,8.4,8.86,4,1,5,5,1,No
92,6.7,6.23,10,0,3,4,3,No
77,6.81,6.9,10,1,4,4,0,No
83,6.57,6.81,8,1,6,4,2,No
105,8.56,8.82,2,1,0,1,5,No
82,5.81,6.03,8,0,7,7,2,No
116,5.07,5.3,10,0,10,10,2,Yes
98,7.98,7.54,1,0,2,10,5,No
101,9.71,9.74,7,0,6,4,0,No
95,8.05,8.33,7,0,8,2,0,No
111,8.91,8.5,6,1,1,1,0,No
111,8.36,7.87,4,1,9,3,4,No
105,7.49,7.8,5,0,9,1,3,No
108,8.59,8.8,1,0,6,5,4,No
96,9.12,9.03,2,1,0,6,4,No
108,6.12,6.56,10,0,4,6,5,No
94,6.68,6.95,7,0,10,6,1,No
100,6.12,6.59,2,1,6,7,1,No
95,7.26,7.69,8,1,4,1,2,No
93,9.43,9.41,7,0,4,4,5,No
89,6.73,6.98,10,1,5,10,4,No
107,6.87,7.04,8,0,9,10,1,No
119,9.3,9.61,4,0,9,9,4,Yes
117,7.58,7.87,1,1,10,10,3,Yes
81,7.68,7.33,7,1,10,2,4,No
119,9.3,9.03,1,0,5,8,2,Yes
95,7.45,7.22,7,1,9,7,0,No
109,8.41,8.73,9,0,1,7,2,No
86,5.43,5.74,5,0,9,3,4,No
102,5.89,5.89,2,1,10,2,5,No
104,7.02,7.1,1,1,9,2,4,No
77,7.47,7.8,8,0,8,3,0,No
109,9.83,9.64,4,0,2,3,2,No
120,9.85,9.4,8,0,0,10,2,Yes
97,9.26,9.24,2,1,10,2,4,No
120,6.58,6.99,3,0,0,7,3,No
97,9.82,10.11,3,0,8,2,5,No
112,8.45,8.32,4,0,5,6,5,Yes
66,6.96,6.52,9,1,6,5,1,No
136,8.51,8.65,9,0,1,7,4,Yes
122,5.08,5.41,5,1,10,7,4,No
95,5.73,5.89,7,0,0,8,5,No
70,9.15,9.08,9,0,1,4,1,No
104,8.23,7.85,1,0,2,10,0,No
78,6.82,7.23,2,0,2,5,4,No
106,7.5,7.28,6,0,7,10,3,No
106,9.53,9.25,3,0,3,4,0,No
85,8.16,8.48,7,1,0,7,0,No
116,6.99,7.47,5,1,1,3,0,No
112,5.6,5.76,10,0,8,10,4,Yes
114,6.47,6.59,8,0,1,2,5,No
100,9.89,9.71,1,1,8,4,0,No
78,7.19,6.71,9,0,4,5,2,No
114,7.36,7.05,10,1,3,1,4,No
95,7.49,7.57,6,0,3,3,4,No
79,9.42,9.07,5,0,2,8,1,No
120,8.02,8.4,8,0,1,5,5,Yes
131,8.47,8.16,4,1,7,1,0,No
99,6.95,6.97,9,0,5,4,4,No
132,5.15,5.16,5,1,8,8,5,Yes
101,9.65,9.75,1,1,1,8,3,Yes
94,9.75,9.58,8,1,0,2,3,No
90,9.75,10.12,9,0,7,9,5,Yes
124,9.72,9.66,5,0,7,10,4,Yes
88,9.08,9.28,5,1,4,1,4,No
111,8.42,8.56,6,0,1,10,3,Yes
91,9.22,8.84,9,1,9,8,3,Yes
93,8.0,8.12,5,1,4,8,2,Yes
115,5.67,5.72,2,0,7,6,3,No
94,6.96,7.36,3,0,3,1,2,No
93,9.86,10.24,10,1,1,9,4,Yes
116,6.76,6.41,3,1,2,10,0,No
123,9.34,8.92,9,0,2,3,5,Yes
109,5.47,5.26,8,0,8,1,5,No
90,6.67,7.16,6,1,2,7,5,No
92,6.75,6.27,5,1,0,10,0,No
101,5.26,5.43,10,1,6,5,1,No
104,5.6,5.71,2,0,0,2,5,No
85,5.97,6.12,9,1,5,1,2,No
110,9.19,8.91,10,1,9,6,3,No
101,5.32,5.05,8,1,3,1,2,No
74,6.49,6.42,5,1,6,6,1,No
86,5.05,4.65,6,0,6,1,1,No
92,8.48,8.05,9,1,6,7,2,No
98,8.1,7.69,1,1,5,7,3,No
128,8.22,8.29,4,1,6,10,4,Yes
103,6.87,6.77,5,0,7,4,4,No
87,6.04,5.83,9,0,2,7,4,No
103,8.6,8.42,5,0,4,8,5,Yes
94,9.06,8.77,5,1,9,8,1,No
104,5.69,5.6,3,0,10,3,5,No
108,7.43,7.13,8,1,8,8,2,No
118,6.24,6.44,7,1,7,3,1,No
99,5.84,5.46,8,0,5,5,3,No
124,8.67,9.12,4,0,8,1,5,Yes
113,7.69,7.28,8,0,9,7,0,No
89,6.08,6.52,10,0,4,10,1,No
133,6.55,6.88,4,0,1,8,3,Yes
104,9.83,10.01,1,0,8,4,3,No
87,9.24,9.65,4,1,4,7,3,No
124,9.4,9.04,5,0,7,7,0,No
131,7.3,6.98,10,0,7,6,4,No
99,8.12,7.87,8,1,3,5,2,No
92,6.88,6.62,10,1,3,10,1,No
97,5.39,5.2,6,0,0,4,0,No
110,7.01,7.09,10,1,4,5,3,No
119,7.97,7.5,5,1,8,7,0,No
108,6.44,6.32,3,0,4,8,1,No
101,9.24,8.99,4,0,4,4,2,No
122,5.76,5.87,6,1,5,5,1,No
95,6.84,7.33,6,1,5,6,5,No
115,5.62,5.64,6,0,7,9,0,No
95,7.02,6.95,2,1,0,10,5,No
106,5.2,5.07,8,0,4,6,3,No
98,6.36,6.64,8,1,8,7,5,No
99,7.0,6.57,6,1,2,8,3,No
94,7.39,7.85,4,0,10,3,4,No
120,7.72,7.64,2,0,6,5,4,No
89,6.37,6.18,6,0,6,4,2,No
88,7.62,8.09,6,0,9,1,2,No
131,7.55,7.99,10,1,2,4,5,No
114,6.58,6.72,3,0,6,2,5,No
64,9.15,8.67,2,1,2,4,4,No
91,7.73,7.98,4,1,5,2,4,No
72,6.66,6.5,8,1,7,4,1,No
85,9.74,9.63,5,0,7,4,1,No
97,9.91,9.93,5,1,1,5,3,No
82,8.46,8.7,9,1,0,9,5,Yes
100,6.89,6.66,8,0,2,1,3,No
75,6.4,6.84,10,0,2,7,4,No
101,8.32,8.01,7,0,6,10,1,No
93,9.9,9.47,4,0,3,1,4,No
122,8.13,8.27,2,1,1,10,4,Yes
121,9.41,9.76,9,1,1,1,2,Yes
111,6.65,7.1,3,1,6,2,4,No
95,7.03,7.3,6,1,7,10,3,No
129,9.53,9.23,7,1,10,6,2,Yes
76,8.78,9.26,3,0,4,9,1,No
78,9.91,10.33,3,0,1,3,3,No
98,8.87,8.53,3,0,2,5,0,No
133,7.24,7.3,3,0,0,8,1,No
96,7.66,7.72,3,1,9,10,5,No
97,9.5,9.44,7,1,3,6,0,No
78,7.76,8.24,5,0,6,3,3,No
114,6.28,5.84,4,1,9,2,1,No
114,7.18,7.31,6,1,8,3,0,No
111,7.58,7.29,8,1,2,6,0,No
90,5.48,5.51,2,1,3,5,1,No
89,8.72,9.0,3,1,5,8,4,Yes
80,5.55,5.3,2,0,0,10,3,No
101,7.02,6.91,7,0,4,2,3,No
83,9.02,9.47,2,1,9,2,2,No
82,7.34,7.6,5,0,4,4,1,No
93,9.21,9.28,10,1,9,9,3,Yes
92,6.71,6.43,9,1,8,5,0,No
91,9.79,9.72,8,1,8,7,1,No
106,6.05,6.32,8,1,0,7,5,No
101,5.19,5.51,3,1,2,6,0,No
95,9.36,9.1,1,0,3,6,1,No
102,8.76,8.92,2,1,0,9,0,No
85,6.16,5.76,7,1,8,4,0,No
101,9.92,9.44,4,0,1,2,1,No
102,7.51,7.56,10,0,4,7,2,No
77,9.76,9.48,5,0,2,6,0,No
114,7.53,7.11,1,1,3,4,1,No
86,7.36,7.59,2,1,3,1,4,No
101,7.25,7.25,9,1,10,4,5,No
117,6.67,6.97,6,0,1,6,4,No
113,7.67,7.83,7,1,10,3,5,No
100,7.26,7.49,5,1,1,1,2,No
94,5.18,4.99,9,0,7,2,1,No
114,6.3,6.06,10,0,1,6,5,No
110,6.07,6.17,5,0,9,1,2,No
90,9.34,9.04,6,0,6,6,5,No
88,7.99,8.31,10,0,0,1,0,No
68,8.82,8.84,9,1,0,1,5,No
102,9.78,9.51,5,0,9,6,5,No
98,8.22,8.35,4,0,2,1,4,No
117,9.91,10.36,5,1,2,9,2,Yes
105,6.56,6.14,5,1,10,2,0,No
120,5.93,5.54,5,1,8,9,4,Yes
89,7.02,7.36,1,1,1,5,2,No
117,7.35,6.96,5,0,3,5,0,No
92,9.48,9.02,5,0,2,10,5,Yes
111,7.8,7.65,1,0,6,8,3,Yes
78,6.46,6.43,4,1,5,1,4,No
103,8.71,8.78,8,0,8,9,0,No
70,7.53,7.54,4,1,7,1,3,No
95,5.81,6.22,7,0,1,5,2,No
106,7.88,8.15,6,0,2,8,3,Yes
92,9.56,10.04,5,1,0,1,5,No
84,9.21,9.19,9,0,7,5,4,No
112,7.93,7.51,8,1,1,3,1,No
98,6.89,7.35,5,0,3,8,2,No
92,5.43,4.93,10,1,1,3,3,No
100,7.35,7.63,7,1,1,8,0,No
139,8.76,8.29,9,0,2,2,1,No
117,6.8,7.06,7,1,9,10,1,No
117,6.18,6.62,3,0,4,3,2,No
106,9.66,9.55,10,0,7,1,3,No
102,9.11,8.85,5,0,9,1,4,No
64,8.19,7.92,9,0,1,4,3,No
89,5.68,5.67,9,1,4,5,3,No
92,5.72,5.39,8,1,10,3,2,No
71,5.52,5.69,6,0,3,2,2,No
82,8.08,7.95,7,1,2,1,0,No
70,5.58,5.4,7,1,9,3,4,No
99,9.21,9.17,1,0,5,1,2,No
112,9.96,10.0,8,0,8,10,0,Yes
116,6.83,6.47,6,0,7,10,5,Yes
106,7.27,7.48,7,1,1,6,1,No
85,8.56,8.94,10,0,0,3,0,No
71,9.69,9.47,10,0,7,4,4,No
73,9.47,9.15,2,0,4,8,0,No
80,5.29,5.55,7,0,1,10,5,No
86,5.85,5.53,8,1,9,5,0,No
97,8.77,8.31,5,0,0,5,2,No
84,8.44,8.56,1,0,10,8,4,Yes
105,5.67,5.41,6,1,7,10,0,No
96,7.51,7.18,3,0,7,10,3,No
100,8.9,9.38,5,0,5,10,0,No
117,6.09,5.88,9,0,4,4,1,No
82,9.36,9.76,7,0,4,8,1,No
106,5.26,4.94,8,0,5,10,0,No
99,8.91,9.23,6,0,4,5,5,No
94,8.08,8.08,9,0,1,6,0,No
113,6.58,6.16,3,0,6,1,3,No
113,8.6,8.83,1,0,3,9,0,Yes
85,8.91,9.3,10,0,6,4,2,No
97,9.67,9.33,4,0,0,1,4,No
104,6.84,7.07,8,0,5,7,5,No
95,8.43,8.38,6,0,1,10,3,Yes
108,8.01,8.26,7,0,2,4,0,No
104,7.63,7.84,9,1,2,5,5,No
127,9.45,8.98,2,1,9,7,2,Yes
77,5.02,4.7,7,0,0,7,5,No
98,6.41,6.38,4,0,4,9,0,No
86,7.69,8.12,7,0,7,9,3,Yes
109,5.89,5.73,8,0,7,7,3,No
75,9.54,9.67,2,0,9,10,1,No
105,8.24,7.75,7,0,10,9,1,No
90,7.39,7.6,8,0,6,5,0,No
88,9.07,9.17,1,1,6,2,4,No
78,7.25,7.47,10,1,7,9,2,No
93,7.79,8.19,5,1,7,6,1,No
116,5.01,4.66,9,0,4,6,1,No
99,6.83,6.59,2,1,6,9,4,No
109,5.69,6.19,6,0,1,1,5,No
124,8.45,8.11,2,0,3,2,3,Yes
103,7.4,7.62,3,1,5,3,0,No
91,6.51,6.74,6,1,10,1,0,No
107,7.34,7.52,5,1,9,4,2,No
91,6.05,5.78,4,1,2,2,4,No
92,9.63,9.35,7,1,1,3,5,No
77,5.27,5.44,3,0,0,8,4,No
113,9.33,9.02,10,0,3,4,4,Yes
94,7.56,7.72,7,0,1,9,3,No
102,8.09,8.08,9,1,2,6,4,No
84,6.51,6.4,2,0,9,1,3,No
106,9.83,9.63,5,1,10,6,0,No
88,6.41,6.86,1,1,10,7,3,No
97,7.94,7.95,7,0,10,4,0,No
113,9.97,10.03,2,0,5,8,2,Yes
111,9.41,9.86,5,1,9,10,4,Yes
99,7.68,7.83,1,0,2,3,2,No
73,9.95,10.41,1,1,2,7,4,No
126,6.04,6.39,7,0,2,4,2,No
110,7.03,6.87,7,1,5,1,1,No
88,6.67,6.98,8,0,8,10,1,No
98,6.72,7.08,9,0,7,10,3,No
91,8.8,8.57,4,1,1,6,5,No
118,7.92,7.83,2,0,2,10,2,Yes
103,5.19,5.42,10,0,7,7,4,No
88,9.39,8.99,10,0,2,3,0,No
92,6.48,6.74,3,1,4,5,3,No
116,9.99,9.6,9,1,10,8,5,Yes
124,9.77,10.18,8,1,8,7,3,Yes
122,9.7,9.48,6,0,1,2,5,Yes
111,9.06,9.14,3,1,8,4,1,No
96,6.1,5.72,10,1,9,7,5,No
104,6.12,6.02,2,0,8,7,2,No
99,6.3,6.29,4,0,3,8,5,No
102,8.05,7.55,4,1,7,10,3,No
100,5.2,5.59,9,0,7,9,1,No
80,9.85,9.36,8,1,2,1,0,No
108,9.59,9.86,7,1,4,3,1,No
109,6.9,6.87,4,1,9,6,2,No
110,7.58,7.6,7,0,0,8,0,No
114,7.33,7.04,1,1,5,7,3,No
109,9.41,9.52,8,0,8,6,0,No
93,8.44,8.48,8,0,0,4,3,No
98,6.39,6.05,9,0,1,8,1,No
101,7.23,6.97,9,0,6,10,0,No
101,7.14,6.71,1,1,5,4,4,No
114,9.8,9.37,10,0,9,6,2,Yes
109,5.88,5.39,7,1,10,3,3,No
131,5.45,5.17,1,0,2,7,0,No
133,9.4,9.58,6,1,1,6,0,No
101,9.48,9.3,5,0,6,7,5,No
118,7.55,7.18,3,1,9,5,5,No
91,8.3,8.38,8,1,4,2,5,No
87,7.82,7.66,2,1,5,6,5,No
94,5.35,5.53,4,0,8,1,1,No
93,7.98,8.22,3,0,6,7,4,No
109,5.07,5.15,7,0,3,3,0,No
76,6.62,6.4,8,1,10,2,2,No
83,9.66,9.67,4,1,8,7,0,No
105,6.52,6.27,6,0,2,9,0,No
109,9.7,10.1,3,0,3,1,0,No
109,6.25,6.52,7,0,9,6,5,No
88,6.57,6.56,8,0,2,8,4,No
85,8.14,8.61,7,1,9,2,4,No
92,8.81,8.86,4,1,10,5,3,No
103,7.51,7.34,10,1,2,4,3,No
122,9.41,9.01,9,0,0,10,5,Yes
69,5.2,5.24,10,0,4,3,5,No
96,9.61,9.97,8,1,3,10,3,Yes
80,5.98,6.35,6,0,10,8,0,No
75,9.42,9.52,2,0,8,2,3,No
114,7.0,6.89,10,0,3,1,3,No
108,9.16,9.31,7,1,2,1,1,No
106,8.36,8.62,9,1,5,10,5,Yes
113,5.88,5.79,9,0,9,5,5,No
92,9.59,9.57,9,0,10,9,4,Yes
93,6.23,6.41,9,0,4,4,3,No
132,6.22,6.6,6,1,3,7,4,No
96,9.07,9.36,1,0,0,2,2,No
111,5.53,5.05,6,0,10,3,5,No
100,6.11,5.73,5,1,2,10,1,No
72,7.52,7.87,7,0,3,9,2,No
69,9.15,9.48,8,0,9,5,5,No
91,5.74,5.63,1,0,10,6,4,No
115,7.74,7.82,10,1,7,3,4,No
111,8.56,8.97,4,0,8,6,2,Yes
113,9.3,9.71,4,1,7,10,3,Yes
85,9.68,9.96,1,0,8,8,1,No
124,8.92,8.63,4,0,9,10,4,Yes
85,8.26,8.49,7,1,0,1,0,No
103,7.17,6.77,6,0,10,10,1,No
99,5.56,5.95,4,1,0,8,2,No
97,8.55,8.2,2,0,2,8,4,Yes
120,9.96,10.12,7,0,3,7,4,Yes
89,8.68,8.79,8,0,1,4,5,No
79,5.08,5.36,9,1,9,1,2,No
100,7.48,7.53,9,1,6,10,0,No
94,8.07,7.63,4,1,8,2,5,No
110,8.6,8.48,5,0,5,3,4,No
93,7.79,7.61,6,0,3,5,3,No
84,6.12,6.61,8,0,5,3,0,No
71,9.71,9.8,3,1,0,8,0,No
84,8.48,8.69,6,0,5,6,3,No
101,6.18,6.21,5,1,3,3,5,No
121,6.61,6.88,7,0,2,2,0,No
116,9.61,9.86,9,1,5,3,3,Yes
103,9.44,9.6,7,0,8,2,2,No
95,7.03,7.53,6,0,7,3,5,No
104,5.19,5.15,9,0,7,9,1,No
92,5.24,5.45,10,1,8,1,1,No
125,6.42,6.72,4,0,5,3,2,No
97,8.15,8.03,1,0,7,7,0,No
98,7.92,7.88,8,0,6,2,1,No
66,8.17,8.64,6,0,0,3,2,No
97,8.59,8.12,6,1,5,6,1,No
112,5.1,4.94,5,1,10,2,0,No
83,5.53,5.52,10,0,3,1,5,No
88,6.8,6.3,3,0,2,10,3,No
111,5.77,6.17,6,0,2,2,2,No
77,5.38,5.17,1,1,9,4,5,No
115,8.2,7.96,7,0,7,5,1,No
92,9.08,9.4,6,1,0,1,0,No
94,8.76,8.54,5,1,6,4,5,No
83,9.09,9.25,3,1,10,5,1,No
105,8.33,8.65,8,0,9,4,0,No
136,8.68,8.97,4,0,3,2,0,No
111,6.36,6.64,9,1,0,1,0,No
87,9.97,9.56,9,0,1,4,0,No
117,5.92,5.5,5,0,6,2,2,No
95,6.07,5.88,7,0,9,10,5,No
120,6.44,5.98,6,1,0,9,3,Yes
112,9.88,9.88,6,1,5,4,2,Yes
84,8.97,9.03,10,0,2,7,2,No
114,8.15,7.95,8,1,6,3,2,No
102,7.6,7.59,10,1,8,10,1,No
84,9.85,9.68,3,1,4,8,3,Yes
90,8.48,8.18,5,0,5,5,2,No
71,9.72,9.87,1,1,6,4,0,No
98,6.58,6.75,1,0,9,1,2,No
133,6.67,7.0,9,0,5,5,1,No
112,9.27,9.64,4,0,5,9,3,Yes
132,5.75,5.95,9,1,2,8,2,Yes
113,9.73,9.92,7,1,10,4,2,Yes
115,7.54,7.1,10,1,2,9,1,No
129,9.63,9.24,8,0,4,7,4,Yes
105,6.68,6.99,9,1,6,2,4,No
97,8.58,8.31,1,1,5,7,5,No
115,7.41,7.27,7,1,1,4,2,No
121,8.13,7.78,8,0,2,5,5,No
92,7.52,7.22,2,1,4,1,0,No
89,9.84,10.12,10,1,6,4,2,No
102,8.46,8.22,9,0,5,2,5,No
112,6.26,6.21,1,0,9,9,4,Yes
111,9.55,9.2,3,1,2,8,2,Yes
78,6.47,6.65,9,0,6,3,0,No
128,6.86,7.09,1,1,4,7,3,No
90,5.51,5.37,4,1,9,7,2,No
96,9.5,9.78,10,0,3,6,1,No
86,6.43,6.17,6,0,5,3,0,No
140,6.29,6.48,6,0,1,9,2,Yes
103,9.6,9.83,4,0,6,9,4,Yes
87,9.03,9.5,10,1,1,6,5,No
112,5.71,5.44,10,0,6,3,2,No
111,8.85,8.44,10,0,7,4,5,Yes
97,9.57,9.33,10,0,1,5,4,No
112,5.39,5.01,1,1,7,9,1,No
87,9.13,8.8,5,1,6,3,3,No
92,7.74,7.57,5,0,2,9,4,No
69,8.35,8.26,3,0,6,5,2,No
80,7.46,7.86,3,1,0,6,1,No
127,8.49,8.19,4,0,1,2,0,No
124,5.17,5.64,3,0,4,2,2,No
100,8.81,9.12,3,0,10,2,5,No
124,5.17,5.55,3,0,8,7,5,No
97,7.28,7.71,7,0,0,6,5,No
96,5.75,6.0,9,0,4,7,0,No
100,9.12,9.41,1,0,5,3,5,No
98,6.57,6.51,8,0,2,4,5,No
96,7.27,7.28,10,0,4,6,4,No
117,7.14,7.57,1,0,1,3,5,No
102,8.86,8.74,9,0,10,1,1,No
110,7.41,6.95,8,1,7,6,3,No
115,8.94,9.2,6,0,2,10,2,Yes
105,5.37,5.44,6,0,4,10,1,No
85,5.96,6.27,10,1,0,2,1,No
79,7.76,7.34,7,0,4,7,3,No
102,9.74,9.86,8,1,0,5,5,No
97,5.37,5.12,7,0,8,1,4,No
101,5.22,5.62,1,0,1,9,5,No
99,5.78,5.39,10,1,5,2,5,No
138,8.21,8.55,4,1,8,2,3,Yes
80,6.99,6.58,4,1,2,10,3,No
70,9.13,8.66,9,0,5,10,3,Yes
104,5.36,5.1,9,1,0,4,5,No
94,5.98,5.81,3,1,6,2,0,No
104,6.5,6.63,9,1,1,10,5,No
108,8.13,7.76,5,0,4,6,2,No
119,8.43,8.37,6,0,4,5,3,Yes
77,5.62,5.32,7,1,0,10,2,No
91,9.72,10.08,3,0,10,10,5,Yes
106,6.71,6.25,4,1,6,3,5,No
111,8.57,8.43,5,1,3,2,3,Yes
132,7.62,7.75,1,1,3,6,4,No
114,6.11,6.52,8,0,6,2,4,No
99,9.23,9.6,7,0,9,4,3,No
86,9.09,9.49,2,0,0,5,1,No
91,6.98,6.54,7,0,5,8,2,No
91,7.94,8.28,9,0,0,1,4,No
109,6.29,6.57,5,1,5,7,0,No
103,8.45,8.85,6,0,9,6,1,No
80,6.55,6.36,5,1,1,3,4,No
93,9.22,9.63,1,1,9,10,1,No
113,6.09,5.99,6,1,10,10,5,Yes
105,5.07,5.2,7,1,0,10,2,No
108,6.34,6.26,5,0,7,1,5,No
105,5.96,5.89,3,0,6,2,5,No
124,7.54,7.59,6,1,1,1,1,No
103,6.02,5.88,7,1,1,3,0,No
94,8.82,9.11,10,0,4,1,1,No
86,6.21,6.34,10,0,3,10,5,No
103,8.53,8.72,9,0,3,5,4,No
63,7.89,7.62,7,0,8,10,0,No
97,9.93,10.4,3,0,10,6,5,No
96,10.0,10.16,1,0,0,1,2,No
79,9.35,9.05,7,0,9,1,4,No
86,8.8,9.05,8,1,8,4,2,No
112,6.93,6.6,1,0,2,4,5,No
103,8.77,8.33,5,0,7,8,3,Yes
101,9.78,9.81,8,0,4,10,4,Yes
104,5.12,5.17,10,0,9,7,1,No
101,7.69,7.38,7,0,2,7,2,No
118,6.09,5.94,2,0,8,9,1,No
101,7.79,8.24,4,0,8,8,5,Yes
78,7.33,7.12,6,1,7,3,0,No
124,7.88,7.54,7,0,2,4,2,No
105,7.75,8.24,7,1,2,8,2,Yes
91,9.8,9.6,3,0,9,5,0,No
81,7.76,7.94,8,1,10,5,0,No
105,9.23,8.96,7,0,9,8,0,No
98,6.6,6.65,4,1,2,8,5,No
123,7.19,7.08,10,1,10,6,0,No
94,7.35,7.81,4,1,5,9,3,No
87,6.39,6.32,4,0,1,4,2,No
113,6.9,6.98,5,0,8,10,5,Yes
113,7.99,8.43,2,1,1,1,5,Yes
